,filename,contents,target











































love

You are recieving this email as a subscriber or affiliate sucbscriber 
to optin network.  If you have received this as an error or would like 
to be taken off our list please send an email to normore@eyou.com.  Thank 
you and have a great day.love
0981XVKV9-115yaLl9309QPal23",1
481,00306.729a42414b91e9b2bddf273c514c50d7,"Lowest Rate Services
Conferencing Made Easy
Only
18 Cents
Per Minute!
(Including Long Distance!)
No setup fees
No contracts or monthly fees
Call anytime, from anywhere, to anywhere
Connects up to 100 Participants
Simplicity in set up and administration
Operator Help available 24/7
The Highest Quality Service For The Lowest Rate In The Industry!
Fill out the form below to find out how you can lower your phone bill every month.
Required Input Field
*
Name
*
Web 
            Address
Company 
            Name
*
State
*
Business 
            Phone
*
Home 
            Phone
Email 
            Address
*
Type of 
            Business
To be removed from this list, send an e-mail to
remove@b2b-mail.net
Type the word ""remove"" in the subject line.
.",1
482,0056.0f99dde58a7c4e18944397ab47e0412c,"Save up to
75%
on your Term Life
Insurance!
Compare rates from top insurance companies around
the country
In our life and times, it's important to plan for
your family's future, while
being comfortable financially.  Choose the right
Life Insurance policy today.
Click the link below to compare the lowest rates
and save up to
75%
COMPARE YOUR COVERAGE
You'll be able to compare rates and get a free
application in
less than a minute!
*Get your FREE instant quotes...
*Compare the lowest prices, then...
*Select a company and Apply Online.
GET A FREE QUOTE NOW!
You can't predict the future, but you can always
prepare for it.
to be
excluded from future contacts
graham_adlam",1
483,00014.7d38c46424f24fc8012ac15a95a2ac14,"FREE Motorola Cell Phone with $50 Cash Back!
*Free phone
      offer subject to VoiceStream Wireless credit approval. Must activate a new
      line of service to receive a free phone. A one-time activation fee of $25
      applies to all new activations. Coverage not available in all areas. Offer
      fulfilled by SimplyWireless.com, a VoiceStream authorized dealer. See site
      for additional offer details.
**$50 mail-in rebate is available for new VoiceStream service plans
      $29.99 and greater. Rebate ends
8/31/02.
You are receiving this mailing because you are a
member of SendGreatOffers.com and subscribed as:JM@NETNOTEINC.COM
To unsubscribe
Click Here
(http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)
or reply to this email with REMOVE in the subject line - you must
also include the body of this message to be unsubscribed. Any correspondence about
the products/services should be directed to
the company in the ad.
%EM%JM@NETNOTEINC.COM%/EM%",1
484,00326.5ec68244bb085cb140deb79563abd7b3,"<$B;v6H<T(B>
$B;aL>(B:Vip-mail
$BFMA3$N%a!<%k<:Ni$$$?$7$^$9!#(B
$B:#8e$3$N9-9p$,$4ITMW$JJ}$O$=$N;]$r(B
stop-vip@e-project-web.com
$B$^$G$*Aw$j2<$5$$!#(B

$B!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y(B
$B""v%j%C%A$J=P2q$$$O(BVip-mail$B$G""v(B
Vip-mail$B$,%O%$%/%i%9$J=P2q$$$r%W%l%<%s%H!y(B
$B7HBS(B3$B%-%c%j%""$H(BPC$BBP1~$N=P2q$$%5%$%H""v(B
$B:#$^$G$N=P2q$$%5%$%H$KK0$-$??M(B!
$B=P2q$$$OM_$7$$$1$I%5%$%H$r;H$&$N$O$HLB$C$F$k?M(B!
$B:#D>$0(BVip-mail$B$K(BGo!!!!!
http://www.vip-jp.net/?sid=2
$B=w@-L5NA$OEv$?$jA0(B!?
$BCK@-$K$O$*;n$7%]%$%s%H(B50pt$B%W%l%<%s%H!y(B
$B=w@-$O%j%C%A$JCK@-$r(BGET$B$7$h$&(Bo($B!f""`!e(B)o
$BCK@-$O$*;n$7%]%$%s%H5$$KF~$C$?L<$r8+$D$1$h$&(B($B""`!c(B)b
$B=P2q$$$r5a$a$k$J$i(BVip-mail$B$K:#D>$0%""%/%;%9(B
$B""-""-""-""-""-""-""-""-""-""-""-""-""-""-(B
http://www.vip-jp.net/?sid=2
$B!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y!z!y(B

$BFMA3$N%a!<%k<:Ni$$$?$7$^$7$?!#(B
$B:#8e$3$N9-9p$,$4ITMW$JJ}!""G[?.Dd;_$r4uK>$5$l$kJ}$O$=$N;]$r(B
stop-vip@e-project-web.com
$B$^$G$*Aw$j2<$5$$(B
",1
485,0263.c685b2f51853b0986bd992d7486aabfa,"There is NO stumbling on to it! 

The greatest way of marketing this century 
is undoubtedly direct e-mail. 
It's similar to the postman delivering a 
letter to your mailbox. 

The ability to promote your product, 
service, website, or MLM/network marketing 
opportunity to millions instantly is what 
advertisers have been dreaming of for over 100 years. 

We e-mail your promotion to a list of our
general/business addresses.
 
The greatest part is, it's completely affordable.

E-MAIL MARKETING IS THE ANSWER! 

How do we know? 

We know because that's exactly what we do.

It's a proven fact that you can attract 
new business through our Direct E-mail Marketing. 

The profits that E-mail advertising generate are amazing!

We are living proof. 

We are a direct E-mail internet advertising company and 
our clients pay us thousands of dollars a week to E-mail 
their products and services.  

STANDARD PRICING AND PROCEDURES

----------------------------------------------------------

EXTRACTING:

Our list of general Internet addresses are actually extracted 
from the most popular web sites on the Internet. The addresses 
are verified and run through our purification process. 
The process includes addresses run against our custom remove 
filter of 2,492 keywords, as well as through our 192MB remove /
flamer list. The EDU, ORG, GOV, MIL, and US domains are removed, 
as well as other domains that asked not to receive e-mail.

------------------------------------------------------------

EVALUATION:  $350.00 (optional)
One of our marketing specialists will evaluate your sales 
letter, and offer his/her expertise on how to make it the 
most successful.

-------------------------------------------------------------

STANDARD PRICING: (Emails Delivered)
1 Million- $700.00 per
2-3 Million- $600.00 per
4 Million- $500.00 per
5 Million & up - $400.00 per

--------------------------------------------------------------

SPECIAL LIMITED TIME OFFER!

This introductory offer of $300.00 includes:

1. Set-Up Fee
2. Evaluation of Sales Letter 
3. 500,000 e-mails delivered

--------------------------------------------------------------

PAYMENT POLICY:
All services must be paid in full prior to delivery of 
advertisement.

---------------------------------------------------------------
NOTICE: 
Absolutely no threatening or questionable materials. 

If you are serious about Direct>>Email>>Marketing>>--Send 
the following to {fax} 1(602) 392-8288
---------------------------------------------------------------

PLEASE FILL THIS FORM OUT COMPLETELY!

Contact Name: _____________________________________________

Business Name:  ______________________________________

# Years in Business:  _________________________

Business Type:  ______________________________________

Address: _________________________________________________

City: ____________________  State: ______  

Zip: ______________  Country: _______________

Email Address: _______________________________________________

Phone:  __________________________ Fax:  _______________________
>>>>>->


To get out of our email database send an email to 

publicservice1@btamail.net.cn


",1
486,0138.eab076de94bd9f1d19908f682e58031f,"==========================================================================

Now you can have HUNDREDS of lenders compete for your loan!

FACT: Interest Rates are at their lowest point in 40 years!

You're eligible even with less than perfect credit !!

	* Refinancing
	* New Home Loans
	* Debt Consolidation
	* Debt Consultation
	* Auto Loans
	* Credit Cards
	* Student Loans
	* Second Mortgage
	* Home Equity

This Service is 100% FREE without any obligation.

Visit Our Web Site at:  http://61.129.68.19/user0201/index.asp?Afft=QM3

============================================================================

To Unsubscribe: http://61.129.68.19/light/watch.asp

",1
487,0321.89f41bbace08275ee298ed419e22bc9a,,1
488,00098.f1f1a3bd3ec32d8e967fba2a7a03e1e5,"1) Join the Web's Hottest & Fastest Growing Community
http://www.adclick.ws/p.cfm?o=259&s=pk007

2) Guaranteed to lose 10-12 lbs in 30 days
Slim Patch - Weight Loss Patches
http://www.adclick.ws/p.cfm?o=249&s=pk007

3) Get the Child Support You Deserve - Free Legal Advice
http://www.adclick.ws/p.cfm?o=245&s=pk002

4) Fight The Risk of Cancer - Save Your Lungs
http://www.adclick.ws/p.cfm?o=315&s=pk007

5) Start Your Online Private Photo Album 
http://www.adclick.ws/p.cfm?o=285&s=pk007

Have a Wonderful Day,
Offer Manager
PrizeMama












If you wish to leave this list please use the link below.
http://www.qves.com/trim/?zzzz@spamassassin.taint.org%7C17%7C308417

",1
489,0206.806263422d55d38a151fe3b89d56192f,"THE ULTIMATE WAY TO WORK FROM HOME 
THE BEST MONEY MAKING SYSTEM OF ALL!! 
AS SEEN ON NATIONAL TV 
As seen on 20/20 and many other credible references. This is NOT a scam. 
I hope this is ok that I send you this. If you aren't interested, just 
simply delete it. 
READ THIS MESSAGE if you are like me and want more than your lousy 
weekly paycheck. Make more in a few months than last year at work. 
Believe it, work it. 
This really works, don't make the same mistake I made. I deleted this 
4-5 times before finally giving it a try. Within 2 weeks the orders 
(money) 
started coming in just like the plan below said it would. Give it a 
try!! 
You will be glad you did. 
Thanks and Good Luck! You won't need luck, just keep reading. Don't 
delete this!!! 
------------------------------------------------------ 
First read about how a 15 year old made $71,000. See below.... 
AS SEEN ON NATIONAL TV: This is the media report. 
PARENTS OF 15 - YEAR OLD - FIND $71,000 CASH HIDDEN 
IN HIS CLOSET! 
Does this headline look familiar? Of course it does. 
You most likely have just seen this story recently 
featured on a major nightly news program (USA). 
And reported elsewhere in the world (including my neck 
of the woods - New Zealand). His mother was cleaning 
and putting laundry away when she came across a large 
brown paper bag that was suspiciously buried beneath 
some clothes and a skateboard in the back of her 
15-year-old sons closet. 
Nothing could have prepared her for the shock she got 
when she opened the bag and found it was full of cash. 
Five-dollar bills, twenties, fifties and hundreds - 
all neatly rubber-banded in labeled piles. 
""My first thought was that he had robbed a bank"", 
says the 41-year-old woman, ""There was over $71,000 
dollars in that bag -- that's more than my husband 
earns in a year"". 
The woman immediately called her husband at the 
car-dealership where he worked to tell him what she 
had discovered. He came home right away and they 
drove together to the boys school and picked him up. 
Little did they suspect that where the money came from 
was more shocking than actually finding it in 
the closet. 
As it turns out, the boy had been sending out, via 
E-mail, a type of ""Report"" to E-mail addresses that he 
obtained off the Internet. Everyday after school for 
the past 2 months, he had been doing this right on his 
computer in his bedroom. 
""I just got the E-mail one day and I figured what the 
heck, I put my name on it like the instructions said 
and I started sending it out"", says the clever 
15-year-old. 
The E-mail letter listed 5 addresses and contained 
instructions to send one $5 dollar bill to each person 
on the list, then delete the address at the top and 
move the others addresses down, and finally to add 
your name to the top of the list. 
The letter goes on to state that you would receive 
several thousand dollars in five-dollar bills within 2 
weeks if you sent out the letter with your 
name at the top of the 5-address list. ""I get junk 
E-mail all the time, and really did not think it was 
going to work"", the boy continues. 
Within the first few days of sending out the E-mail, 
the Post Office Box that his parents had gotten him 
for his video-game magazine subscriptions began to 
fill up with not magazines, but envelopes containing 
$5 bills. 
""About a week later I rode [my bike] down to the post 
office and my box had 1 magazine and about 300 
envelops stuffed in it. There was also a yellow slip 
that said I had to go up to the [post office] counter. 
I thought I was in trouble or something (laughs)"". He 
goes on, ""I went up to the counter and they had a 
whole box of more mail for me. I had to ride back 
home and empty out my backpack because I could not 
carry it all"". 
Over the next few weeks, the boy continued sending 
out the E-mail. ""The money just kept coming in and I 
just kept sorting it and stashing it in the closet, 
barely had time for my homework"". He had also 
been riding his bike to several of the banks in his 
area and exchanging the $5 bills for twenties, fifties 
and hundreds. 
""I didn't want the banks to get suspicious so I kept 
riding to different banks with like five thousand at a 
time in my backpack. I would usually tell the lady at 
the bank counter that my dad had sent me in to 
exchange the money and he was outside waiting for me. 
One time the lady gave me a really strange look and 
told me that she would not be able to do it for me and 
my dad would have to come in and do it, but I just 
rode to the next bank down the street (laughs)."" 
Surprisingly, the boy did not have any reason to be 
afraid. The reporting news team examined and 
investigated the so-called ""chain-letter"" the boy was 
sending out and found that it was not a chain-letter 
at all. In fact, it was completely legal according to 
US Postal and Lottery Laws, Title 18, Section 1302 and 
1341, or Title 18, Section 3005 in the US code, also 
in the code of federal regulations, Volume 16, 
Sections 255 and 436, which state a product or service 
must be exchanged for money received. 
Every five-dollar bill that he received contained a 
little note that read, ""Please send me report number 
XYX"".This simple note made the letter legal because he 
was exchanging a service (A Report on how-to) for a 
five-dollar fee. 
[This is the end of the media release. If you would 
like to understand how the system works and get your 
$71,000 - please continue reading. What appears below 
is what the 15 year old was sending out on the net - 
YOU CAN USE IT TOO - just follow the simple 
instructions]. 
THANKS TO THE COMPUTER AGE AND THE INTERNET ! 
================================================== 
You will Make over half million dollars every 4 to 5 months from your 
home!! 
Before you say ''Bull'', please read the following. This is the 
letter you have been hearing about on the news lately. Due to the 
popularity of this letter on the Internet, a national weekly news 
program 
recently devoted an entire show to the investigation of this program 
described below, to see if it really can make people money. The show 
also 
investigated whether or not the program was legal. 
Their findings proved once and for all that there are ''absolutely NO 
Laws prohibiting the participation in the program and if people can -follow 
the simple instructions, they are bound to make some mega bucks with only 
$25 out of pocket cost''. 
DUE TO THE RECENT INCREASE OF POPULARITY & RESPECT THIS 
PROGRAM HAS 
ATTAINED, IT IS CURRENTLY WORKING BETTER THAN EVER. 
This is what one had to say: '' Thanks to this profitable opportunity. 
I was approached many times before but each time I passed on it. I am so 
glad I finally joined just to see what one could expect in return for 
the minimal effort and money required. To my astonishment, I received 
total 
$610,470.00 in 21 weeks, with money still coming in''. 
Pam Hedland, Fort Lee, New Jersey. 
=========================================================
=======Here is 
another testimonial: ''' this program has been around for a 
long time but I never believed in it. But one day when I received this 
again in the mail I decided to gamble my $25 on it. I followed the 
simple instructions and wallaa ..... 3 weeks later the money started to 
come 
in. First month I only made $240.00 but the next 2 months after that 
made a total of $290,000.00. So far, in the past 8 months by re-entering 
the 
program, I have made over $710,000.00 and I am playing it again. The 
key to success in this program is to follow the simple steps and NOT change 
anything.'' More testimonials later but first: 
===== PRINT THIS NOW FOR YOUR FUTURE REFERENCE ======== 
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$$$$$$$$ 
If you would like to make at least $500,000 every 4 to 5 months easily 
and comfortably, please read the following...THEN READ IT AGAIN and 
AGAIN!!! 
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$$$$$$$$ 
FOLLOW THE SIMPLE INSTRUCTION BELOW AND YOUR FINANCIAL 
DREAMS WILL COME 
TRUE, GUARANTEED! 
INSTRUCTIONS: 
================Order all 5 reports shown on the list below 
================= 
For each report, send $5 CASH, THE NAME & NUMBER OF THE REPORT 
YOU ARE ORDERING and YOUR E-MAIL ADDRESS to the person whose 
name appears ON THAT LIST next to the report. MAKE SURE YOUR RETURN 
ADDRESS IS ON YOUR ENVELOPE TOP LEFT CORNER in case of any mail 
problems. 
=== When you place your order, make sure you order each of the 5 
reports. 
You will need all 5 reports so that you can save them on your computer 
and resell them. YOUR TOTAL COST $5 X 5=$25.00. 
Within a few days you will receive, via e-mail, each of the 5 reports 
from these 5 different individuals. Save them on your computer so they will 
be accessible for you to send to the 1,000's of people who will order them 
from you. Also make a floppy of these reports and keep it on your desk 
in case something happens to your computer. 
IMPORTANT - DO NOT alter the names of the people who are listed 
next to each report, or their sequence on the list, in any way other 
than what is instructed below in step '' 1 through 6 '' or you will 
loose out on majority of your profits. Once you understand the way this 
works, you will also see how it does not work if you change it. Remember, 
this 
method has been tested, and if you alter, it will NOT work !!! People 
have tried to put their friends/relatives names on all five thinking they 
could get all the money. But it does not work this way. Believe us, we all 
have tried to be greedy and then nothing happened. So Do Not try to change 
anything other than what is instructed. Because if you do, it will not 
work for you. 
Remember, honesty reaps the reward!!! 
1.... After you have ordered all 5 reports, take this advertisement 
and REMOVE the name & address of the person in REPORT #5. 
This person has made it through the cycle and is no doubt counting 
their fortune. 
2.... Move the name & address in REPORT # 4 down TO REPORT # 5. 
3.... Move the name & address in REPORT # 3 down TO REPORT # 4. 
4.... Move the name & address in REPORT # 2 down TO REPORT # 3. 
5.... Move the name & address in REPORT # 1 down TO REPORT # 2 
6.... Insert YOUR name & address in the REPORT # 1 Position. 
PLEASE MAKE SURE you copy every name & address ACCURATELY! 
=========================================================
======= 
**** Take this entire letter, with the modified list of names, and save it 
on your computer. DO NOT MAKE ANY OTHER CHANGES. 
Save this on a disk as well just in case you loose any data. To assist 
you with marketing your business on the internet, the 5 reports you 
purchase will provide you with invaluable marketing information which 
includes how to send bulk e-mails legally, where to find thousands of 
free 
classified ads and much more. There are 2 Primary methods to get this 
venture going: 
METHOD # 1: BY SENDING BULK E-MAIL LEGALLY 
=========================================================
======= 
Let's say that you decide to start small, just to see how it goes, and 
we will assume You and those involved send out only 5,000 e-mails each. 
Let's also assume that the mailing receive only a 0.2% response (the 
response 
could be much better but lets just say it is only 0.2%. Also many 
people will send out hundreds of thousands e-mails instead of only 5,000 
each).Continuing with this example, you send out only 5,000 e-mails. 
With a 0.2% response, that is only 10 orders for report # 1 
Those 10 people responded by sending out 5,000 e-mail each for a total 
of 50,000. 
Out of those 50,000 e-mails only 0.2% responded with orders. That's=100 
people responded and ordered Report # 2. 
Those 100 people mail out 5,000 e-mails each for a total of 500,000 
e-mails. The 0.2% response to that is 1000 orders for Report # 3. 
Those 1000 people send out 5,000 e-mails each for a total of 5 
million e-mails sent out. The 0.2% response to that is 10,000 orders 
for Report! # 4. Whose 10,000 people send out 5,000 e-mails each for a 
total of 
50,000,000 (50 million) e-mails. The 0.2% response to that is 100,000 
orders for 
Report # 5 THAT'S 100,000 ORDERS TIMES $5 EACH=$500,000.00 (half 
million). 
Your total income in this example is: 1..... $50 + 2..... $500 
+ 3.....$5,000 + 4..... $50,000 + 5..... $500,000 ........ Grand 
Total=$555,550.00 
NUMBERS DO NOT LIE. GET A PENCIL & PAPER AND FIGURE OUT THE 
WORST POSSIBLERESPONSES AND NO MATTER HOW YOU 
CALCULATE IT, YOU WILL STILL 
MAKE A LOT OF MONEY ! 
=========================================================
======= 
REMEMBER FRIEND, THIS IS ASSUMING ONLY 10 PEOPLE ORDERING 
OUT 
OF 5,000 YOU MAILED TO. Dare to think for a moment what would happen if 
everyone or half or even one 4th of those people mailed 100,000e-mails 
each or more? There are over 150 million people on the Internet worldwide 
and counting. Believe me, many people will do just that, and more! 
METHOD # 2 : BY PLACING FREE ADS ON THE INTERNET 
=========================================================
======= 
Advertising on the net is very very inexpensive and there are 
hundreds of FREE places to advertise. Placing a lot of free ads on the 
Internet will easily get a larger response. We strongly suggest you 
start with Method # 1and add METHOD # 2 as you go along. For every $5 you 
receive, all you must do is e-mail them the Report they ordered. That's 
it. Always provide 
same day service on all orders. 
This will guarantee that the e-mail they send out, with your 
name and address on it, will be prompt because they can not advertise 
until they receive the report. 
===================AVAILABLE REPORTS 
========================== 
ORDER EACH REPORT BY ITS NUMBER & NAME ONLY. Notes: Always 
send 
$5 cash (U.S. CURRENCY) for each Report. Checks NOT accepted. Make sure 
the cash is concealed by wrapping it in at least 2 sheets of paper. On 
one of those sheets of paper, Write the NUMBER & the NAME of the Report you 
are ordering, 
YOUR E-MAIL ADDRESS and your name and postal address. 
PLACE YOUR ORDER FOR THESE REPORTS NOW : 
=========================================================
======= 
REPORT #1 ""The Insider's Guide to Advertising for Free on the Net"" 
Order Report #1 from: 
K.Palludan 
9550 Summersweet Ct. 
Las Vegas, Nevada 89123 
USA 
________________________________________________________________
______ 
REPORT #2 ""'The insider's Guide to Sending Bulk e-mail on the Net' 
Order Report #2 from: 
Kris Estes 
3055 Casey Drive #203 
Las Vegas, Nevada 89120 
________________________________________________________________
______ 
REPORT #3 ""'Secret to Multilevel Marketing on the Net"" 
Order Report #3 from : 
P. Clement 
601 St-Malo Est 
Ile Bizard, Quebec H9C2P2 
CANADA 
________________________________________________________________
______ 
REPORT #4 ""'How to become a Millionaire Utilizing MLM and the Net"" 
Order Report #4 from: 
David Carpenter 
13 Dutch lane 
Hazlet, New Jersey 07732 
USA 
________________________________________________________________
_____ 
REPORT #5 ""'How to send out one Million e-mails for FREE"" 
Order Report #5 from: 
S. Lasley 
4230 Edgewood Circle 
Idaho Falls, Idaho 83406 
USA 
________________________________________________________________
_____ 
$$$$$$$$$$$$$$$$$$$$$ YOUR SUCCESS GUIDELINES 
$$$$$$$$$$$$$$$$$$$$$ 
Follow these guidelines to guarantee your success: 
=== If you do not receive at least 10 orders for Report #1 within 2 
weeks, continue sending e-mails until you do. 
=== After you have received 10 orders, 2 to 3 weeks after that you 
should receive 100 orders or more for REPORT # 2. If you did not, continue 
advertising or sending e-mails until you do. 
=== Once you have received 100 or more orders for Report # 2, YOU CAN 
RELAX, because the system is already working for you, and the cash will 
continue to roll in ! THIS IS IMPORTANT TO REMEMBER: Every time your 
name 
is moved down on the list, you are placed in front of a Different report. 
You can KEEP TRACK of your PROGRESS by watching which report 
people are ordering from you. IF YOU WANT TO GENERATE MORE INCOME 
SEND 
ANOTHER BATCH OF E-MAILS AND START THE WHOLE PROCESS 
AGAIN. There is NO 
LIMIT to the income you can generate from this business !!! 
=========================================================
======= 
FOLLOWING IS A NOTE FROM THE ORIGINATOR OF THIS PROGRAM: 
You have just received information that can give you financial freedom 
for the rest of your life, with NO RISK and JUST A LITTLE BIT OF EFFORT. 
You can make more money in the next few weeks and months than you have 
ever imagined. Follow the program EXACTLY AS INSTRUCTED. Do Not change 
it 
in 
any way. It works exceedingly well as it is now. 
Remember to e-mail a copy of this exciting report after you have put 
your name and address in Report #1 and moved others to #2 ...........# 5 
as 
instructed above. One of the people you send this to may send out 
100,000 or more e-mails and your name will be on every one of them. 
Remember 
though, the more you send out the more potential customers! you will 
reach. So 
my friend, I have given you the ideas, information, materials and 
opportunity to become financially independent. IT IS UP TO YOU NOW ! 
====================== MORE 
TESTIMONIALS====================== 
'' My name is Mitchell. My wife, Jody and I live in Chicago. I am an 
accountant with a major U.S. Corporation and I make pretty good 
money. When I received this program I grumbled to Jody about receiving 
''junk mail''. I made fun of the whole thing, spouting my knowledge of 
the population and percentages involved. I ''knew'' it wouldn't work. Jody 
totally ignored my supposed intelligence and few days later she jumped in 
with 
both feet. I made merciless fun of her, and was ready to lay the old 
''I told you so'' on her when the thing didn't work. Well, the laugh was 
on me! 
Within 3 weeks she had received 50 responses. Within the next 45 days she 
had 
received total $ 147,200.00 ........... all cash! I was shocked. ! I have 
joined 
Jody in her ''hobby''. 
Mitchell Wolf M.D., Chicago, Illinois 
=========================================================
======= '' Not 
being the gambling type, it took me several weeks to make up my 
mind to participate in this plan. But conservative that I am, I decided 
that the initial investment was so little that there was just no way that 
I 
wouldn't get enough orders to at least get my money back''. '' I was 
surprised 
when I found my medium size post office box crammed with orders. I made 
$319,210.00 in the first 12 weeks. The nice thing about this deal is 
that it does not matter where people live. There simply isn't a better 
investment 
with a faster return and so big''. 
Dan Sondstrom, Alberta, Canada 
=========================================================
======= '' I had 
received this program before. I deleted it, but later I 
wondered if I should have given it a try. Of course, I had no idea who 
to contact ! to get another copy, so I had to wait until I was e-mailed 
again by someone else.........11 months passed then it luckily came 
again.....I did not delete this one! I made more than $490,000 on my 
first try and all the money came within 22 weeks''. 
Susan De Suza, New York, N.Y. 
=========================================================
====== 
'' It really is a great opportunity to make relatively easy money with 
little cost to you. I followed the simple instructions carefully and 
within 10 days the money started to come in. My first month I made 
$20,560.00 and by the end of third month my total cash count was $ 
362,840.00. Life is beautiful, Thanx to internet''. 
Fred Dellaca, Westport, New Zealand 
=========================================================
=======ORDER 
YOUR REPORTS TODAY AND GET STARTED ON YOUR ROAD TO 
FINANCIAL FREEDOM ! 
=========================================================
======= 
If you have any questions of the legality of this program, contact the 
Office of Associate Director for Marketing Practices, Federal Trade 
Commission, Bureau of Consumer Protection, Washington, D.C. 
=========================================================
======= 
THERE IS NO NEED TO RESPOND TO THIS E-MAIL IF YOU DO NOT 
WISH TO RECEIVE 
FURTHER CORRESPONDENCE. THIS IS A ONETIME E-MAIL. 
GOOD LUCK! 



",1
490,0407.157349d43c03e008f2448e1f37c510aa,"Would You Like to Save up to 80
Would You Like to
Save
up to
80%
on
Printer
,
Fax
&
Copier
Supplies?
On
        Brands Like ->
EPSON
Canon
HEWLETT
        PACKARD
Lexmark
&
        more!
100%
        Quality Satisfaction Guarantee or Your Money Back!
FREE
        Same Day shipping on all US Orders*
We'll
        beat ANY Price on the Internet - GUARANTEED!**
Click
        Here to ORDER NOW!
OR
        Call us Toll-Free at 1-800-758-8084!
*Free Shipping only on
        orders of $40 or more.
**We beat any online retailer's price by 5%.
        Call us with the URL (Website) advertising the lower price and once we
        verify the price, we will beat it by 5%! (Must be same manufacturer)
You
        are receiving this special offer because you have provided permission to
        receive email communications regarding special online promotions or
        offers. If you feel you have received this message in error, or wish to
        be removed from our subscriber list,
Click
        HERE
. Thank You and we apologize for ANY inconvenience.",1
491,0368.3a53888c2f7fbe52a7293f223375c245,"Digital Publishing Tools - Free Software Alert!
Publish Like a Professional with Digital Publishing Tools
Easily Create Professional:
eBooks
eBrochures
eCatalogs
Resumes
Newsletters
Presentations
Magazines
Photo Albums
Invitations
Much, much more
Save MONEY! - Save Trees
Save on Printing, Postage and Advertising Costs
DIGITAL PUBLISHING TOOLS
DOWNLOAD NEW FREE Version NOW!
*Limited Time Offer
Choose from these
Display Styles:
3D Page Turn
Slide Show
Sweep/Wipe
Embed hyperlinks and Link to anywhere Online, 

such as your Website, Order Page or Contact Form.
Distribute via Floppy, CD-ROM, E-Mail or Online.
Take your Marketing to the Next Level!
For
More Info
,
Samples
or a
FREE Download
, click the appropriate link to the right!  
Server demand is extremely high for this limited time
Free Software
offer.
Please try these links periodically if a site seems slow or unreachable.
WEBSITE 1
WEBSITE 2
WEBSITE 3
If you wish to be removed from our mailing list, please cick the Unsubscribe button
Copyright © 2002 - Affiliate ID #1269
*FREE Version is FULLY FUNCTIONAL with NO EXPIRATION and has a 4 page (2 page spread) limit.",1
492,00048.8a64080dbd9d868358a22b655fb1b1cd,"DON'T MISS OUT ON AN AMAZING BUSINESS OPPORTUNITY AND WEIGHT LOSS PRODUCT! 
PLEASE VISIT www.good4u.autodreamteam.com
THERE IS NO OBLIGATION 
AND IT'S WORTH A LOOK!

",1
493,00180.13a95a2542a0fd01ff24303561cca949,"3544tjTR0-395FKkm3692aCzB5-449pel30
Wetbits
Golden Shower Extravaganza
ENTER!
Unbelievable Sex Acts!
She Can Pee All Day
Cock craving teens squirm around covered in pee with a throbbing cock buried to the hilt. Slippery anal whores getting wet!
Spread 'em
Pee
girl!
Enter!
Sex crazed peegirls ride cock all day while pissing fountains on their partners. Peegirls that can't get enough cum, sucking off dick after dick. Horny sluts spreading them for every Tom, Dick and Cock to come in!
Ultra-Hardcore Action
Teenage Peegirls
Wild Pee Parties
Bizarre Videos
Illegal Action
Hidden Pee Cams
Enter Wetbits
5418ZTQI0-602oJTo9704tMvI0-916uNKH6424AtYC4-484UUcu1358OEeB2-l57",1
494,00376.f4ed5f002f9b6b320a67f1da9cacbe72,"Lose weight while building lean muscle mass  and reversing the
ravages of aging all at once
Human
Growth Hormone Therapy
Lose weight
while building lean muscle mass
and
reversing the ravages of aging all at once.
Remarkable discoveries
about Human Growth Hormones (
HGH
)
are changing
the way we think about aging and weight loss.
Lose
Weight
Build
Muscle Tone
Reverse
Aging
Increased
Libido
Duration
Of Penile Erection
New
Hair Growth
Improved
Memory
Improved
skin
New
Hair Growth
Wrinkle
Disappearance
Visit
Our Web Site and Lean The Facts: Click Here",1
